S,I,R
2.226200000000000000e+04,2.380000000000000000e+02,0.000000000000000000e+00
2.152600000000000000e+04,9.170000000000000000e+02,5.700000000000000000e+01
2.033200000000000000e+04,1.939000000000000000e+03,2.290000000000000000e+02
1.868300000000000000e+04,3.224000000000000000e+03,5.930000000000000000e+02
1.676100000000000000e+04,4.624000000000000000e+03,1.115000000000000000e+03
1.464200000000000000e+04,6.031000000000000000e+03,1.827000000000000000e+03
1.253700000000000000e+04,7.260000000000000000e+03,2.703000000000000000e+03
1.060200000000000000e+04,8.257000000000000000e+03,3.641000000000000000e+03
8.928000000000000000e+03,8.962000000000000000e+03,4.610000000000000000e+03
7.651000000000000000e+03,9.380000000000000000e+03,5.469000000000000000e+03
6.595000000000000000e+03,9.645000000000000000e+03,6.260000000000000000e+03
5.831000000000000000e+03,9.685000000000000000e+03,6.984000000000000000e+03
5.239000000000000000e+03,9.772000000000000000e+03,7.489000000000000000e+03
5.042000000000000000e+03,9.590000000000000000e+03,7.868000000000000000e+03
4.754000000000000000e+03,9.403000000000000000e+03,8.343000000000000000e+03
4.606000000000000000e+03,9.284000000000000000e+03,8.610000000000000000e+03
4.663000000000000000e+03,9.167000000000000000e+03,8.670000000000000000e+03
4.554000000000000000e+03,9.124000000000000000e+03,8.822000000000000000e+03
4.578000000000000000e+03,8.970000000000000000e+03,8.952000000000000000e+03
4.583000000000000000e+03,9.013000000000000000e+03,8.904000000000000000e+03
4.473000000000000000e+03,9.048000000000000000e+03,8.979000000000000000e+03
4.529000000000000000e+03,8.970000000000000000e+03,9.001000000000000000e+03
4.545000000000000000e+03,9.029000000000000000e+03,8.926000000000000000e+03
4.493000000000000000e+03,8.955000000000000000e+03,9.052000000000000000e+03
4.479000000000000000e+03,8.933000000000000000e+03,9.088000000000000000e+03
4.554000000000000000e+03,8.884000000000000000e+03,9.062000000000000000e+03
4.605000000000000000e+03,8.897000000000000000e+03,8.998000000000000000e+03
4.573000000000000000e+03,8.879000000000000000e+03,9.048000000000000000e+03
4.620000000000000000e+03,8.885000000000000000e+03,8.995000000000000000e+03
4.601000000000000000e+03,8.940000000000000000e+03,8.959000000000000000e+03
4.583000000000000000e+03,8.899000000000000000e+03,9.018000000000000000e+03
4.651000000000000000e+03,8.927000000000000000e+03,8.922000000000000000e+03
4.640000000000000000e+03,8.965000000000000000e+03,8.895000000000000000e+03
4.600000000000000000e+03,9.020000000000000000e+03,8.880000000000000000e+03
4.626000000000000000e+03,8.952000000000000000e+03,8.922000000000000000e+03
4.674000000000000000e+03,8.942000000000000000e+03,8.884000000000000000e+03
4.589000000000000000e+03,8.942000000000000000e+03,8.969000000000000000e+03
4.570000000000000000e+03,8.884000000000000000e+03,9.046000000000000000e+03
4.591000000000000000e+03,8.873000000000000000e+03,9.036000000000000000e+03
4.551000000000000000e+03,8.841000000000000000e+03,9.108000000000000000e+03
4.697000000000000000e+03,8.842000000000000000e+03,8.961000000000000000e+03
4.713000000000000000e+03,8.887000000000000000e+03,8.900000000000000000e+03
4.590000000000000000e+03,8.894000000000000000e+03,9.016000000000000000e+03
4.668000000000000000e+03,8.880000000000000000e+03,8.952000000000000000e+03
4.651000000000000000e+03,8.861000000000000000e+03,8.988000000000000000e+03
4.653000000000000000e+03,8.800000000000000000e+03,9.047000000000000000e+03
4.615000000000000000e+03,8.878000000000000000e+03,9.007000000000000000e+03
4.634000000000000000e+03,8.951000000000000000e+03,8.915000000000000000e+03
4.592000000000000000e+03,8.894000000000000000e+03,9.014000000000000000e+03
4.532000000000000000e+03,8.911000000000000000e+03,9.057000000000000000e+03
4.630000000000000000e+03,8.859000000000000000e+03,9.011000000000000000e+03
4.602000000000000000e+03,8.876000000000000000e+03,9.022000000000000000e+03
4.679000000000000000e+03,8.891000000000000000e+03,8.930000000000000000e+03
