S,I,R
2.229700000000000000e+04,2.030000000000000000e+02,0.000000000000000000e+00
2.183400000000000000e+04,6.130000000000000000e+02,5.300000000000000000e+01
2.115000000000000000e+04,1.122000000000000000e+03,2.280000000000000000e+02
2.031400000000000000e+04,1.714000000000000000e+03,4.720000000000000000e+02
1.915800000000000000e+04,2.505000000000000000e+03,8.370000000000000000e+02
1.787300000000000000e+04,3.303000000000000000e+03,1.324000000000000000e+03
1.659600000000000000e+04,4.014000000000000000e+03,1.890000000000000000e+03
1.532500000000000000e+04,4.634000000000000000e+03,2.541000000000000000e+03
1.417300000000000000e+04,5.149000000000000000e+03,3.178000000000000000e+03
1.303700000000000000e+04,5.677000000000000000e+03,3.786000000000000000e+03
1.200100000000000000e+04,6.147000000000000000e+03,4.352000000000000000e+03
1.116400000000000000e+04,6.491000000000000000e+03,4.845000000000000000e+03
1.038400000000000000e+04,6.751000000000000000e+03,5.365000000000000000e+03
9.838000000000000000e+03,6.876000000000000000e+03,5.786000000000000000e+03
9.447000000000000000e+03,6.992000000000000000e+03,6.061000000000000000e+03
8.954000000000000000e+03,7.188000000000000000e+03,6.358000000000000000e+03
8.696000000000000000e+03,7.263000000000000000e+03,6.541000000000000000e+03
8.485000000000000000e+03,7.199000000000000000e+03,6.816000000000000000e+03
8.426000000000000000e+03,7.149000000000000000e+03,6.925000000000000000e+03
8.213000000000000000e+03,7.165000000000000000e+03,7.122000000000000000e+03
8.181000000000000000e+03,7.309000000000000000e+03,7.010000000000000000e+03
8.073000000000000000e+03,7.322000000000000000e+03,7.105000000000000000e+03
7.956000000000000000e+03,7.374000000000000000e+03,7.170000000000000000e+03
7.916000000000000000e+03,7.318000000000000000e+03,7.266000000000000000e+03
7.958000000000000000e+03,7.312000000000000000e+03,7.230000000000000000e+03
7.839000000000000000e+03,7.391000000000000000e+03,7.270000000000000000e+03
7.861000000000000000e+03,7.336000000000000000e+03,7.303000000000000000e+03
7.856000000000000000e+03,7.347000000000000000e+03,7.297000000000000000e+03
7.809000000000000000e+03,7.296000000000000000e+03,7.395000000000000000e+03
7.853000000000000000e+03,7.227000000000000000e+03,7.420000000000000000e+03
7.786000000000000000e+03,7.291000000000000000e+03,7.423000000000000000e+03
7.817000000000000000e+03,7.205000000000000000e+03,7.478000000000000000e+03
7.884000000000000000e+03,7.215000000000000000e+03,7.401000000000000000e+03
7.868000000000000000e+03,7.250000000000000000e+03,7.382000000000000000e+03
7.907000000000000000e+03,7.237000000000000000e+03,7.356000000000000000e+03
7.883000000000000000e+03,7.311000000000000000e+03,7.306000000000000000e+03
7.856000000000000000e+03,7.308000000000000000e+03,7.336000000000000000e+03
7.859000000000000000e+03,7.307000000000000000e+03,7.334000000000000000e+03
7.897000000000000000e+03,7.305000000000000000e+03,7.298000000000000000e+03
7.909000000000000000e+03,7.307000000000000000e+03,7.284000000000000000e+03
7.805000000000000000e+03,7.304000000000000000e+03,7.391000000000000000e+03
7.769000000000000000e+03,7.303000000000000000e+03,7.428000000000000000e+03
7.821000000000000000e+03,7.324000000000000000e+03,7.355000000000000000e+03
7.820000000000000000e+03,7.380000000000000000e+03,7.300000000000000000e+03
7.735000000000000000e+03,7.390000000000000000e+03,7.375000000000000000e+03
7.862000000000000000e+03,7.300000000000000000e+03,7.338000000000000000e+03
7.842000000000000000e+03,7.420000000000000000e+03,7.238000000000000000e+03
7.830000000000000000e+03,7.435000000000000000e+03,7.235000000000000000e+03
7.734000000000000000e+03,7.517000000000000000e+03,7.249000000000000000e+03
7.704000000000000000e+03,7.501000000000000000e+03,7.295000000000000000e+03
7.742000000000000000e+03,7.360000000000000000e+03,7.398000000000000000e+03
7.774000000000000000e+03,7.326000000000000000e+03,7.400000000000000000e+03
7.784000000000000000e+03,7.320000000000000000e+03,7.396000000000000000e+03
7.718000000000000000e+03,7.359000000000000000e+03,7.423000000000000000e+03
7.675000000000000000e+03,7.396000000000000000e+03,7.429000000000000000e+03
7.672000000000000000e+03,7.397000000000000000e+03,7.431000000000000000e+03
7.724000000000000000e+03,7.300000000000000000e+03,7.476000000000000000e+03
7.683000000000000000e+03,7.330000000000000000e+03,7.487000000000000000e+03
