S,I,R
2.229500000000000000e+04,2.050000000000000000e+02,0.000000000000000000e+00
2.183200000000000000e+04,6.000000000000000000e+02,6.800000000000000000e+01
2.113200000000000000e+04,1.152000000000000000e+03,2.160000000000000000e+02
2.022500000000000000e+04,1.783000000000000000e+03,4.920000000000000000e+02
1.912000000000000000e+04,2.483000000000000000e+03,8.970000000000000000e+02
1.792300000000000000e+04,3.245000000000000000e+03,1.332000000000000000e+03
1.650600000000000000e+04,4.098000000000000000e+03,1.896000000000000000e+03
1.509700000000000000e+04,4.880000000000000000e+03,2.523000000000000000e+03
1.380600000000000000e+04,5.480000000000000000e+03,3.214000000000000000e+03
1.252900000000000000e+04,6.051000000000000000e+03,3.920000000000000000e+03
1.134100000000000000e+04,6.612000000000000000e+03,4.547000000000000000e+03
1.043600000000000000e+04,6.882000000000000000e+03,5.182000000000000000e+03
9.686000000000000000e+03,7.232000000000000000e+03,5.582000000000000000e+03
9.020000000000000000e+03,7.299000000000000000e+03,6.181000000000000000e+03
8.704000000000000000e+03,7.458000000000000000e+03,6.338000000000000000e+03
8.233000000000000000e+03,7.525000000000000000e+03,6.742000000000000000e+03
8.026000000000000000e+03,7.471000000000000000e+03,7.003000000000000000e+03
7.949000000000000000e+03,7.453000000000000000e+03,7.098000000000000000e+03
7.854000000000000000e+03,7.413000000000000000e+03,7.233000000000000000e+03
7.874000000000000000e+03,7.261000000000000000e+03,7.365000000000000000e+03
7.947000000000000000e+03,7.263000000000000000e+03,7.290000000000000000e+03
7.963000000000000000e+03,7.257000000000000000e+03,7.280000000000000000e+03
7.869000000000000000e+03,7.441000000000000000e+03,7.190000000000000000e+03
7.859000000000000000e+03,7.385000000000000000e+03,7.256000000000000000e+03
7.905000000000000000e+03,7.356000000000000000e+03,7.239000000000000000e+03
7.801000000000000000e+03,7.431000000000000000e+03,7.268000000000000000e+03
7.957000000000000000e+03,7.281000000000000000e+03,7.262000000000000000e+03
7.786000000000000000e+03,7.325000000000000000e+03,7.389000000000000000e+03
7.807000000000000000e+03,7.364000000000000000e+03,7.329000000000000000e+03
7.736000000000000000e+03,7.352000000000000000e+03,7.412000000000000000e+03
7.788000000000000000e+03,7.310000000000000000e+03,7.402000000000000000e+03
7.796000000000000000e+03,7.348000000000000000e+03,7.356000000000000000e+03
7.832000000000000000e+03,7.422000000000000000e+03,7.246000000000000000e+03
7.713000000000000000e+03,7.461000000000000000e+03,7.326000000000000000e+03
7.721000000000000000e+03,7.442000000000000000e+03,7.337000000000000000e+03
7.734000000000000000e+03,7.366000000000000000e+03,7.400000000000000000e+03
7.787000000000000000e+03,7.248000000000000000e+03,7.465000000000000000e+03
7.897000000000000000e+03,7.111000000000000000e+03,7.492000000000000000e+03
7.942000000000000000e+03,7.196000000000000000e+03,7.362000000000000000e+03
