S,I,R
2.226400000000000000e+04,2.360000000000000000e+02,0.000000000000000000e+00
2.119100000000000000e+04,1.237000000000000000e+03,7.200000000000000000e+01
1.927000000000000000e+04,2.791000000000000000e+03,4.390000000000000000e+02
1.661300000000000000e+04,4.629000000000000000e+03,1.258000000000000000e+03
1.348100000000000000e+04,6.506000000000000000e+03,2.513000000000000000e+03
1.035200000000000000e+04,7.909000000000000000e+03,4.239000000000000000e+03
7.626000000000000000e+03,8.664000000000000000e+03,6.210000000000000000e+03
5.495000000000000000e+03,8.758000000000000000e+03,8.247000000000000000e+03
4.010000000000000000e+03,8.298000000000000000e+03,1.019200000000000000e+04
3.209000000000000000e+03,7.687000000000000000e+03,1.160400000000000000e+04
2.864000000000000000e+03,6.921000000000000000e+03,1.271500000000000000e+04
2.800000000000000000e+03,6.216000000000000000e+03,1.348400000000000000e+04
2.818000000000000000e+03,5.649000000000000000e+03,1.403300000000000000e+04
2.977000000000000000e+03,5.247000000000000000e+03,1.427600000000000000e+04
2.975000000000000000e+03,4.996000000000000000e+03,1.452900000000000000e+04
3.087000000000000000e+03,4.838000000000000000e+03,1.457500000000000000e+04
3.230000000000000000e+03,4.697000000000000000e+03,1.457300000000000000e+04
3.315000000000000000e+03,4.616000000000000000e+03,1.456900000000000000e+04
3.354000000000000000e+03,4.594000000000000000e+03,1.455200000000000000e+04
3.416000000000000000e+03,4.704000000000000000e+03,1.438000000000000000e+04
3.454000000000000000e+03,4.719000000000000000e+03,1.432700000000000000e+04
3.506000000000000000e+03,4.770000000000000000e+03,1.422400000000000000e+04
3.432000000000000000e+03,4.788000000000000000e+03,1.428000000000000000e+04
3.532000000000000000e+03,4.795000000000000000e+03,1.417300000000000000e+04
3.522000000000000000e+03,4.806000000000000000e+03,1.417200000000000000e+04
3.427000000000000000e+03,4.832000000000000000e+03,1.424100000000000000e+04
3.356000000000000000e+03,4.775000000000000000e+03,1.436900000000000000e+04
3.362000000000000000e+03,4.774000000000000000e+03,1.436400000000000000e+04
3.336000000000000000e+03,4.830000000000000000e+03,1.433400000000000000e+04
3.355000000000000000e+03,4.800000000000000000e+03,1.434500000000000000e+04
3.417000000000000000e+03,4.770000000000000000e+03,1.431300000000000000e+04
3.465000000000000000e+03,4.797000000000000000e+03,1.423800000000000000e+04
3.415000000000000000e+03,4.874000000000000000e+03,1.421100000000000000e+04
3.457000000000000000e+03,4.835000000000000000e+03,1.420800000000000000e+04
3.425000000000000000e+03,4.859000000000000000e+03,1.421600000000000000e+04
3.379000000000000000e+03,4.856000000000000000e+03,1.426500000000000000e+04
3.285000000000000000e+03,4.868000000000000000e+03,1.434700000000000000e+04
3.266000000000000000e+03,4.836000000000000000e+03,1.439800000000000000e+04
3.318000000000000000e+03,4.808000000000000000e+03,1.437400000000000000e+04
3.311000000000000000e+03,4.800000000000000000e+03,1.438900000000000000e+04
3.293000000000000000e+03,4.762000000000000000e+03,1.444500000000000000e+04
3.271000000000000000e+03,4.834000000000000000e+03,1.439500000000000000e+04
3.232000000000000000e+03,4.840000000000000000e+03,1.442800000000000000e+04
3.130000000000000000e+03,4.813000000000000000e+03,1.455700000000000000e+04
3.285000000000000000e+03,4.748000000000000000e+03,1.446700000000000000e+04
3.290000000000000000e+03,4.774000000000000000e+03,1.443600000000000000e+04
3.324000000000000000e+03,4.776000000000000000e+03,1.440000000000000000e+04
3.273000000000000000e+03,4.881000000000000000e+03,1.434600000000000000e+04
3.250000000000000000e+03,4.863000000000000000e+03,1.438700000000000000e+04
3.296000000000000000e+03,4.838000000000000000e+03,1.436600000000000000e+04
3.277000000000000000e+03,4.813000000000000000e+03,1.441000000000000000e+04
3.294000000000000000e+03,4.804000000000000000e+03,1.440200000000000000e+04
3.271000000000000000e+03,4.759000000000000000e+03,1.447000000000000000e+04
3.310000000000000000e+03,4.695000000000000000e+03,1.449500000000000000e+04
3.436000000000000000e+03,4.705000000000000000e+03,1.435900000000000000e+04
3.447000000000000000e+03,4.700000000000000000e+03,1.435300000000000000e+04
3.408000000000000000e+03,4.736000000000000000e+03,1.435600000000000000e+04
3.447000000000000000e+03,4.728000000000000000e+03,1.432500000000000000e+04
3.448000000000000000e+03,4.727000000000000000e+03,1.432500000000000000e+04
3.385000000000000000e+03,4.799000000000000000e+03,1.431600000000000000e+04
3.329000000000000000e+03,4.881000000000000000e+03,1.429000000000000000e+04
3.249000000000000000e+03,4.916000000000000000e+03,1.433500000000000000e+04
3.240000000000000000e+03,4.833000000000000000e+03,1.442700000000000000e+04
3.232000000000000000e+03,4.799000000000000000e+03,1.446900000000000000e+04
3.300000000000000000e+03,4.753000000000000000e+03,1.444700000000000000e+04
3.300000000000000000e+03,4.748000000000000000e+03,1.445200000000000000e+04
3.360000000000000000e+03,4.724000000000000000e+03,1.441600000000000000e+04
3.434000000000000000e+03,4.749000000000000000e+03,1.431700000000000000e+04
3.378000000000000000e+03,4.803000000000000000e+03,1.431900000000000000e+04
3.334000000000000000e+03,4.876000000000000000e+03,1.429000000000000000e+04
3.262000000000000000e+03,4.887000000000000000e+03,1.435100000000000000e+04
3.302000000000000000e+03,4.796000000000000000e+03,1.440200000000000000e+04
3.321000000000000000e+03,4.719000000000000000e+03,1.446000000000000000e+04
3.348000000000000000e+03,4.693000000000000000e+03,1.445900000000000000e+04
3.305000000000000000e+03,4.781000000000000000e+03,1.441400000000000000e+04
3.319000000000000000e+03,4.747000000000000000e+03,1.443400000000000000e+04
3.423000000000000000e+03,4.761000000000000000e+03,1.431600000000000000e+04
3.390000000000000000e+03,4.875000000000000000e+03,1.423500000000000000e+04
3.395000000000000000e+03,4.842000000000000000e+03,1.426300000000000000e+04
3.400000000000000000e+03,4.891000000000000000e+03,1.420900000000000000e+04
3.257000000000000000e+03,4.984000000000000000e+03,1.425900000000000000e+04
3.225000000000000000e+03,4.928000000000000000e+03,1.434700000000000000e+04
3.173000000000000000e+03,4.892000000000000000e+03,1.443500000000000000e+04
3.183000000000000000e+03,4.856000000000000000e+03,1.446100000000000000e+04
3.220000000000000000e+03,4.852000000000000000e+03,1.442800000000000000e+04
3.248000000000000000e+03,4.853000000000000000e+03,1.439900000000000000e+04
3.306000000000000000e+03,4.768000000000000000e+03,1.442600000000000000e+04
3.292000000000000000e+03,4.791000000000000000e+03,1.441700000000000000e+04
3.376000000000000000e+03,4.758000000000000000e+03,1.436600000000000000e+04
3.336000000000000000e+03,4.779000000000000000e+03,1.438500000000000000e+04
3.370000000000000000e+03,4.787000000000000000e+03,1.434300000000000000e+04
3.356000000000000000e+03,4.808000000000000000e+03,1.433600000000000000e+04
3.304000000000000000e+03,4.752000000000000000e+03,1.444400000000000000e+04
3.321000000000000000e+03,4.816000000000000000e+03,1.436300000000000000e+04
3.273000000000000000e+03,4.830000000000000000e+03,1.439700000000000000e+04
3.257000000000000000e+03,4.750000000000000000e+03,1.449300000000000000e+04
3.366000000000000000e+03,4.739000000000000000e+03,1.439500000000000000e+04
3.492000000000000000e+03,4.707000000000000000e+03,1.430100000000000000e+04
3.303000000000000000e+03,4.818000000000000000e+03,1.437900000000000000e+04
3.266000000000000000e+03,4.808000000000000000e+03,1.442600000000000000e+04
3.311000000000000000e+03,4.741000000000000000e+03,1.444800000000000000e+04
3.315000000000000000e+03,4.789000000000000000e+03,1.439600000000000000e+04
3.386000000000000000e+03,4.800000000000000000e+03,1.431400000000000000e+04
3.311000000000000000e+03,4.825000000000000000e+03,1.436400000000000000e+04
3.386000000000000000e+03,4.771000000000000000e+03,1.434300000000000000e+04
3.293000000000000000e+03,4.768000000000000000e+03,1.443900000000000000e+04
3.327000000000000000e+03,4.738000000000000000e+03,1.443500000000000000e+04
3.303000000000000000e+03,4.764000000000000000e+03,1.443300000000000000e+04
3.319000000000000000e+03,4.756000000000000000e+03,1.442500000000000000e+04
3.354000000000000000e+03,4.676000000000000000e+03,1.447000000000000000e+04
3.369000000000000000e+03,4.741000000000000000e+03,1.439000000000000000e+04
3.323000000000000000e+03,4.711000000000000000e+03,1.446600000000000000e+04
3.457000000000000000e+03,4.638000000000000000e+03,1.440500000000000000e+04
3.499000000000000000e+03,4.684000000000000000e+03,1.431700000000000000e+04
3.483000000000000000e+03,4.753000000000000000e+03,1.426400000000000000e+04
3.367000000000000000e+03,4.810000000000000000e+03,1.432300000000000000e+04
3.398000000000000000e+03,4.817000000000000000e+03,1.428500000000000000e+04
3.353000000000000000e+03,4.843000000000000000e+03,1.430400000000000000e+04
3.245000000000000000e+03,4.827000000000000000e+03,1.442800000000000000e+04
3.336000000000000000e+03,4.814000000000000000e+03,1.435000000000000000e+04
3.314000000000000000e+03,4.789000000000000000e+03,1.439700000000000000e+04
3.406000000000000000e+03,4.703000000000000000e+03,1.439100000000000000e+04
3.473000000000000000e+03,4.701000000000000000e+03,1.432600000000000000e+04
3.442000000000000000e+03,4.714000000000000000e+03,1.434400000000000000e+04
3.505000000000000000e+03,4.694000000000000000e+03,1.430100000000000000e+04
3.482000000000000000e+03,4.757000000000000000e+03,1.426100000000000000e+04
3.450000000000000000e+03,4.755000000000000000e+03,1.429500000000000000e+04
3.377000000000000000e+03,4.891000000000000000e+03,1.423200000000000000e+04
3.262000000000000000e+03,4.945000000000000000e+03,1.429300000000000000e+04
3.214000000000000000e+03,4.970000000000000000e+03,1.431600000000000000e+04
3.251000000000000000e+03,4.885000000000000000e+03,1.436400000000000000e+04
3.283000000000000000e+03,4.780000000000000000e+03,1.443700000000000000e+04
3.333000000000000000e+03,4.828000000000000000e+03,1.433900000000000000e+04
3.427000000000000000e+03,4.760000000000000000e+03,1.431300000000000000e+04
3.349000000000000000e+03,4.807000000000000000e+03,1.434400000000000000e+04
3.317000000000000000e+03,4.819000000000000000e+03,1.436400000000000000e+04
3.342000000000000000e+03,4.831000000000000000e+03,1.432700000000000000e+04
