S,I,R
2.229200000000000000e+04,2.080000000000000000e+02,0.000000000000000000e+00
2.164000000000000000e+04,7.910000000000000000e+02,6.900000000000000000e+01
2.055700000000000000e+04,1.565000000000000000e+03,3.780000000000000000e+02
1.912400000000000000e+04,2.400000000000000000e+03,9.760000000000000000e+02
1.733200000000000000e+04,3.319000000000000000e+03,1.849000000000000000e+03
1.527400000000000000e+04,4.221000000000000000e+03,3.005000000000000000e+03
1.324100000000000000e+04,4.850000000000000000e+03,4.409000000000000000e+03
1.133200000000000000e+04,5.371000000000000000e+03,5.797000000000000000e+03
9.667000000000000000e+03,5.501000000000000000e+03,7.332000000000000000e+03
8.245000000000000000e+03,5.496000000000000000e+03,8.759000000000000000e+03
7.106000000000000000e+03,5.356000000000000000e+03,1.003800000000000000e+04
6.376000000000000000e+03,5.061000000000000000e+03,1.106300000000000000e+04
5.743000000000000000e+03,4.744000000000000000e+03,1.201300000000000000e+04
5.354000000000000000e+03,4.403000000000000000e+03,1.274300000000000000e+04
5.122000000000000000e+03,4.069000000000000000e+03,1.330900000000000000e+04
5.156000000000000000e+03,3.743000000000000000e+03,1.360100000000000000e+04
5.327000000000000000e+03,3.459000000000000000e+03,1.371400000000000000e+04
5.450000000000000000e+03,3.277000000000000000e+03,1.377300000000000000e+04
5.669000000000000000e+03,3.170000000000000000e+03,1.366100000000000000e+04
5.879000000000000000e+03,3.079000000000000000e+03,1.354200000000000000e+04
6.021000000000000000e+03,2.997000000000000000e+03,1.348200000000000000e+04
6.176000000000000000e+03,2.948000000000000000e+03,1.337600000000000000e+04
6.304000000000000000e+03,2.958000000000000000e+03,1.323800000000000000e+04
6.345000000000000000e+03,3.071000000000000000e+03,1.308400000000000000e+04
6.508000000000000000e+03,3.063000000000000000e+03,1.292900000000000000e+04
6.496000000000000000e+03,3.180000000000000000e+03,1.282400000000000000e+04
6.440000000000000000e+03,3.224000000000000000e+03,1.283600000000000000e+04
6.406000000000000000e+03,3.309000000000000000e+03,1.278500000000000000e+04
6.278000000000000000e+03,3.330000000000000000e+03,1.289200000000000000e+04
6.153000000000000000e+03,3.393000000000000000e+03,1.295400000000000000e+04
6.087000000000000000e+03,3.344000000000000000e+03,1.306900000000000000e+04
6.037000000000000000e+03,3.372000000000000000e+03,1.309100000000000000e+04
6.018000000000000000e+03,3.314000000000000000e+03,1.316800000000000000e+04
6.049000000000000000e+03,3.222000000000000000e+03,1.322900000000000000e+04
6.139000000000000000e+03,3.158000000000000000e+03,1.320300000000000000e+04
6.134000000000000000e+03,3.214000000000000000e+03,1.315200000000000000e+04
6.189000000000000000e+03,3.189000000000000000e+03,1.312200000000000000e+04
6.193000000000000000e+03,3.254000000000000000e+03,1.305300000000000000e+04
6.217000000000000000e+03,3.278000000000000000e+03,1.300500000000000000e+04
6.086000000000000000e+03,3.292000000000000000e+03,1.312200000000000000e+04
6.031000000000000000e+03,3.390000000000000000e+03,1.307900000000000000e+04
6.023000000000000000e+03,3.352000000000000000e+03,1.312500000000000000e+04
5.984000000000000000e+03,3.407000000000000000e+03,1.310900000000000000e+04
5.863000000000000000e+03,3.497000000000000000e+03,1.314000000000000000e+04
5.845000000000000000e+03,3.492000000000000000e+03,1.316300000000000000e+04
5.825000000000000000e+03,3.410000000000000000e+03,1.326500000000000000e+04
5.903000000000000000e+03,3.261000000000000000e+03,1.333600000000000000e+04
6.004000000000000000e+03,3.228000000000000000e+03,1.326800000000000000e+04
6.028000000000000000e+03,3.161000000000000000e+03,1.331100000000000000e+04
6.084000000000000000e+03,3.163000000000000000e+03,1.325300000000000000e+04
6.088000000000000000e+03,3.177000000000000000e+03,1.323500000000000000e+04
6.112000000000000000e+03,3.193000000000000000e+03,1.319500000000000000e+04
6.189000000000000000e+03,3.138000000000000000e+03,1.317300000000000000e+04
6.290000000000000000e+03,3.103000000000000000e+03,1.310700000000000000e+04
6.304000000000000000e+03,3.143000000000000000e+03,1.305300000000000000e+04
6.214000000000000000e+03,3.198000000000000000e+03,1.308800000000000000e+04
6.186000000000000000e+03,3.253000000000000000e+03,1.306100000000000000e+04
6.171000000000000000e+03,3.271000000000000000e+03,1.305800000000000000e+04
6.140000000000000000e+03,3.351000000000000000e+03,1.300900000000000000e+04
6.191000000000000000e+03,3.384000000000000000e+03,1.292500000000000000e+04
6.169000000000000000e+03,3.371000000000000000e+03,1.296000000000000000e+04
6.139000000000000000e+03,3.373000000000000000e+03,1.298800000000000000e+04
6.158000000000000000e+03,3.374000000000000000e+03,1.296800000000000000e+04
5.960000000000000000e+03,3.528000000000000000e+03,1.301200000000000000e+04
5.819000000000000000e+03,3.489000000000000000e+03,1.319200000000000000e+04
5.847000000000000000e+03,3.435000000000000000e+03,1.321800000000000000e+04
5.957000000000000000e+03,3.414000000000000000e+03,1.312900000000000000e+04
5.857000000000000000e+03,3.401000000000000000e+03,1.324200000000000000e+04
5.910000000000000000e+03,3.319000000000000000e+03,1.327100000000000000e+04
5.949000000000000000e+03,3.344000000000000000e+03,1.320700000000000000e+04
6.008000000000000000e+03,3.298000000000000000e+03,1.319400000000000000e+04
6.024000000000000000e+03,3.288000000000000000e+03,1.318800000000000000e+04
6.090000000000000000e+03,3.182000000000000000e+03,1.322800000000000000e+04
6.220000000000000000e+03,3.185000000000000000e+03,1.309500000000000000e+04
6.214000000000000000e+03,3.242000000000000000e+03,1.304400000000000000e+04
6.272000000000000000e+03,3.185000000000000000e+03,1.304300000000000000e+04
6.198000000000000000e+03,3.299000000000000000e+03,1.300300000000000000e+04
6.169000000000000000e+03,3.386000000000000000e+03,1.294500000000000000e+04
6.100000000000000000e+03,3.385000000000000000e+03,1.301500000000000000e+04
6.040000000000000000e+03,3.449000000000000000e+03,1.301100000000000000e+04
6.016000000000000000e+03,3.368000000000000000e+03,1.311600000000000000e+04
6.033000000000000000e+03,3.321000000000000000e+03,1.314600000000000000e+04
6.078000000000000000e+03,3.276000000000000000e+03,1.314600000000000000e+04
6.056000000000000000e+03,3.292000000000000000e+03,1.315200000000000000e+04
6.026000000000000000e+03,3.355000000000000000e+03,1.311900000000000000e+04
6.086000000000000000e+03,3.300000000000000000e+03,1.311400000000000000e+04
6.042000000000000000e+03,3.294000000000000000e+03,1.316400000000000000e+04
6.157000000000000000e+03,3.251000000000000000e+03,1.309200000000000000e+04
6.119000000000000000e+03,3.235000000000000000e+03,1.314600000000000000e+04
6.175000000000000000e+03,3.190000000000000000e+03,1.313500000000000000e+04
6.214000000000000000e+03,3.194000000000000000e+03,1.309200000000000000e+04
6.178000000000000000e+03,3.205000000000000000e+03,1.311700000000000000e+04
6.139000000000000000e+03,3.231000000000000000e+03,1.313000000000000000e+04
6.082000000000000000e+03,3.296000000000000000e+03,1.312200000000000000e+04
6.088000000000000000e+03,3.212000000000000000e+03,1.320000000000000000e+04
6.026000000000000000e+03,3.294000000000000000e+03,1.318000000000000000e+04
6.079000000000000000e+03,3.276000000000000000e+03,1.314500000000000000e+04
6.015000000000000000e+03,3.272000000000000000e+03,1.321300000000000000e+04
5.992000000000000000e+03,3.258000000000000000e+03,1.325000000000000000e+04
6.065000000000000000e+03,3.242000000000000000e+03,1.319300000000000000e+04
6.105000000000000000e+03,3.179000000000000000e+03,1.321600000000000000e+04
6.241000000000000000e+03,3.131000000000000000e+03,1.312800000000000000e+04
6.159000000000000000e+03,3.237000000000000000e+03,1.310400000000000000e+04
6.132000000000000000e+03,3.274000000000000000e+03,1.309400000000000000e+04
6.032000000000000000e+03,3.325000000000000000e+03,1.314300000000000000e+04
6.026000000000000000e+03,3.357000000000000000e+03,1.311700000000000000e+04
5.957000000000000000e+03,3.384000000000000000e+03,1.315900000000000000e+04
5.926000000000000000e+03,3.382000000000000000e+03,1.319200000000000000e+04
5.893000000000000000e+03,3.381000000000000000e+03,1.322600000000000000e+04
5.941000000000000000e+03,3.302000000000000000e+03,1.325700000000000000e+04
5.942000000000000000e+03,3.229000000000000000e+03,1.332900000000000000e+04
6.051000000000000000e+03,3.194000000000000000e+03,1.325500000000000000e+04
6.062000000000000000e+03,3.194000000000000000e+03,1.324400000000000000e+04
6.136000000000000000e+03,3.245000000000000000e+03,1.311900000000000000e+04
6.156000000000000000e+03,3.262000000000000000e+03,1.308200000000000000e+04
