S,I,R
2.227100000000000000e+04,2.290000000000000000e+02,0.000000000000000000e+00
2.122500000000000000e+04,1.197000000000000000e+03,7.800000000000000000e+01
1.931000000000000000e+04,2.760000000000000000e+03,4.300000000000000000e+02
1.672600000000000000e+04,4.538000000000000000e+03,1.236000000000000000e+03
1.382500000000000000e+04,6.155000000000000000e+03,2.520000000000000000e+03
1.090200000000000000e+04,7.470000000000000000e+03,4.128000000000000000e+03
8.374000000000000000e+03,8.169000000000000000e+03,5.957000000000000000e+03
6.226000000000000000e+03,8.543000000000000000e+03,7.731000000000000000e+03
4.599000000000000000e+03,8.372000000000000000e+03,9.529000000000000000e+03
3.589000000000000000e+03,7.931000000000000000e+03,1.098000000000000000e+04
2.894000000000000000e+03,7.279000000000000000e+03,1.232700000000000000e+04
2.674000000000000000e+03,6.589000000000000000e+03,1.323700000000000000e+04
2.588000000000000000e+03,6.007000000000000000e+03,1.390500000000000000e+04
2.725000000000000000e+03,5.452000000000000000e+03,1.432300000000000000e+04
2.872000000000000000e+03,5.015000000000000000e+03,1.461300000000000000e+04
2.990000000000000000e+03,4.835000000000000000e+03,1.467500000000000000e+04
3.097000000000000000e+03,4.768000000000000000e+03,1.463500000000000000e+04
3.283000000000000000e+03,4.667000000000000000e+03,1.455000000000000000e+04
3.383000000000000000e+03,4.700000000000000000e+03,1.441700000000000000e+04
3.301000000000000000e+03,4.798000000000000000e+03,1.440100000000000000e+04
3.214000000000000000e+03,4.863000000000000000e+03,1.442300000000000000e+04
3.200000000000000000e+03,4.839000000000000000e+03,1.446100000000000000e+04
3.229000000000000000e+03,4.767000000000000000e+03,1.450400000000000000e+04
3.333000000000000000e+03,4.768000000000000000e+03,1.439900000000000000e+04
3.411000000000000000e+03,4.682000000000000000e+03,1.440700000000000000e+04
3.462000000000000000e+03,4.709000000000000000e+03,1.432900000000000000e+04
3.445000000000000000e+03,4.778000000000000000e+03,1.427700000000000000e+04
3.453000000000000000e+03,4.876000000000000000e+03,1.417100000000000000e+04
3.453000000000000000e+03,4.986000000000000000e+03,1.406100000000000000e+04
3.314000000000000000e+03,4.976000000000000000e+03,1.421000000000000000e+04
3.289000000000000000e+03,5.005000000000000000e+03,1.420600000000000000e+04
3.313000000000000000e+03,4.961000000000000000e+03,1.422600000000000000e+04
3.341000000000000000e+03,4.892000000000000000e+03,1.426700000000000000e+04
3.369000000000000000e+03,4.829000000000000000e+03,1.430200000000000000e+04
3.319000000000000000e+03,4.948000000000000000e+03,1.423300000000000000e+04
3.216000000000000000e+03,4.972000000000000000e+03,1.431200000000000000e+04
3.225000000000000000e+03,4.874000000000000000e+03,1.440100000000000000e+04
3.166000000000000000e+03,4.845000000000000000e+03,1.448900000000000000e+04
3.188000000000000000e+03,4.878000000000000000e+03,1.443400000000000000e+04
3.141000000000000000e+03,4.796000000000000000e+03,1.456300000000000000e+04
3.233000000000000000e+03,4.778000000000000000e+03,1.448900000000000000e+04
3.267000000000000000e+03,4.732000000000000000e+03,1.450100000000000000e+04
3.255000000000000000e+03,4.771000000000000000e+03,1.447400000000000000e+04
3.311000000000000000e+03,4.748000000000000000e+03,1.444100000000000000e+04
3.312000000000000000e+03,4.762000000000000000e+03,1.442600000000000000e+04
3.269000000000000000e+03,4.869000000000000000e+03,1.436200000000000000e+04
3.288000000000000000e+03,4.817000000000000000e+03,1.439500000000000000e+04
3.253000000000000000e+03,4.817000000000000000e+03,1.443000000000000000e+04
3.216000000000000000e+03,4.874000000000000000e+03,1.441000000000000000e+04
3.245000000000000000e+03,4.804000000000000000e+03,1.445100000000000000e+04
3.288000000000000000e+03,4.740000000000000000e+03,1.447200000000000000e+04
3.365000000000000000e+03,4.676000000000000000e+03,1.445900000000000000e+04
3.442000000000000000e+03,4.639000000000000000e+03,1.441900000000000000e+04
3.416000000000000000e+03,4.714000000000000000e+03,1.437000000000000000e+04
3.448000000000000000e+03,4.681000000000000000e+03,1.437100000000000000e+04
3.501000000000000000e+03,4.775000000000000000e+03,1.422400000000000000e+04
3.445000000000000000e+03,4.810000000000000000e+03,1.424500000000000000e+04
3.470000000000000000e+03,4.808000000000000000e+03,1.422200000000000000e+04
3.387000000000000000e+03,4.851000000000000000e+03,1.426200000000000000e+04
3.172000000000000000e+03,4.956000000000000000e+03,1.437200000000000000e+04
3.154000000000000000e+03,4.835000000000000000e+03,1.451100000000000000e+04
3.282000000000000000e+03,4.738000000000000000e+03,1.448000000000000000e+04
3.411000000000000000e+03,4.642000000000000000e+03,1.444700000000000000e+04
3.580000000000000000e+03,4.669000000000000000e+03,1.425100000000000000e+04
3.511000000000000000e+03,4.782000000000000000e+03,1.420700000000000000e+04
3.443000000000000000e+03,4.851000000000000000e+03,1.420600000000000000e+04
3.285000000000000000e+03,4.886000000000000000e+03,1.432900000000000000e+04
3.352000000000000000e+03,4.816000000000000000e+03,1.433200000000000000e+04
3.339000000000000000e+03,4.806000000000000000e+03,1.435500000000000000e+04
3.366000000000000000e+03,4.851000000000000000e+03,1.428300000000000000e+04
3.316000000000000000e+03,4.886000000000000000e+03,1.429800000000000000e+04
3.323000000000000000e+03,4.818000000000000000e+03,1.435900000000000000e+04
3.317000000000000000e+03,4.830000000000000000e+03,1.435300000000000000e+04
3.284000000000000000e+03,4.853000000000000000e+03,1.436300000000000000e+04
3.226000000000000000e+03,4.914000000000000000e+03,1.436000000000000000e+04
3.175000000000000000e+03,4.874000000000000000e+03,1.445100000000000000e+04
3.230000000000000000e+03,4.835000000000000000e+03,1.443500000000000000e+04
3.326000000000000000e+03,4.715000000000000000e+03,1.445900000000000000e+04
3.255000000000000000e+03,4.747000000000000000e+03,1.449800000000000000e+04
3.334000000000000000e+03,4.724000000000000000e+03,1.444200000000000000e+04
3.320000000000000000e+03,4.671000000000000000e+03,1.450900000000000000e+04
3.390000000000000000e+03,4.670000000000000000e+03,1.444000000000000000e+04
3.394000000000000000e+03,4.765000000000000000e+03,1.434100000000000000e+04
3.419000000000000000e+03,4.742000000000000000e+03,1.433900000000000000e+04
3.379000000000000000e+03,4.744000000000000000e+03,1.437700000000000000e+04
3.372000000000000000e+03,4.790000000000000000e+03,1.433800000000000000e+04
3.447000000000000000e+03,4.796000000000000000e+03,1.425700000000000000e+04
3.514000000000000000e+03,4.774000000000000000e+03,1.421200000000000000e+04
3.433000000000000000e+03,4.841000000000000000e+03,1.422600000000000000e+04
3.350000000000000000e+03,4.936000000000000000e+03,1.421400000000000000e+04
3.224000000000000000e+03,4.916000000000000000e+03,1.436000000000000000e+04
3.249000000000000000e+03,4.808000000000000000e+03,1.444300000000000000e+04
3.208000000000000000e+03,4.780000000000000000e+03,1.451200000000000000e+04
3.338000000000000000e+03,4.669000000000000000e+03,1.449300000000000000e+04
3.334000000000000000e+03,4.703000000000000000e+03,1.446300000000000000e+04
3.405000000000000000e+03,4.731000000000000000e+03,1.436400000000000000e+04
3.407000000000000000e+03,4.739000000000000000e+03,1.435400000000000000e+04
3.437000000000000000e+03,4.696000000000000000e+03,1.436700000000000000e+04
