S,I,R
2.227000000000000000e+04,2.300000000000000000e+02,0.000000000000000000e+00
2.136900000000000000e+04,1.082000000000000000e+03,4.900000000000000000e+01
1.980000000000000000e+04,2.436000000000000000e+03,2.640000000000000000e+02
1.763300000000000000e+04,4.120000000000000000e+03,7.470000000000000000e+02
1.497800000000000000e+04,6.035000000000000000e+03,1.487000000000000000e+03
1.216800000000000000e+04,7.737000000000000000e+03,2.595000000000000000e+03
9.466000000000000000e+03,8.964000000000000000e+03,4.070000000000000000e+03
7.150000000000000000e+03,9.708000000000000000e+03,5.642000000000000000e+03
5.233000000000000000e+03,9.870000000000000000e+03,7.397000000000000000e+03
3.867000000000000000e+03,9.698000000000000000e+03,8.935000000000000000e+03
2.857000000000000000e+03,9.178000000000000000e+03,1.046500000000000000e+04
2.276000000000000000e+03,8.467000000000000000e+03,1.175700000000000000e+04
1.993000000000000000e+03,7.630000000000000000e+03,1.287700000000000000e+04
1.845000000000000000e+03,6.951000000000000000e+03,1.370400000000000000e+04
1.838000000000000000e+03,6.339000000000000000e+03,1.432300000000000000e+04
1.842000000000000000e+03,5.819000000000000000e+03,1.483900000000000000e+04
1.885000000000000000e+03,5.453000000000000000e+03,1.516200000000000000e+04
1.975000000000000000e+03,5.041000000000000000e+03,1.548400000000000000e+04
2.026000000000000000e+03,4.781000000000000000e+03,1.569300000000000000e+04
2.131000000000000000e+03,4.585000000000000000e+03,1.578400000000000000e+04
2.229000000000000000e+03,4.381000000000000000e+03,1.589000000000000000e+04
2.306000000000000000e+03,4.225000000000000000e+03,1.596900000000000000e+04
2.439000000000000000e+03,4.067000000000000000e+03,1.599400000000000000e+04
2.529000000000000000e+03,3.980000000000000000e+03,1.599100000000000000e+04
2.544000000000000000e+03,3.953000000000000000e+03,1.600300000000000000e+04
2.696000000000000000e+03,3.861000000000000000e+03,1.594300000000000000e+04
2.783000000000000000e+03,3.769000000000000000e+03,1.594800000000000000e+04
2.835000000000000000e+03,3.739000000000000000e+03,1.592600000000000000e+04
2.902000000000000000e+03,3.743000000000000000e+03,1.585500000000000000e+04
2.914000000000000000e+03,3.735000000000000000e+03,1.585100000000000000e+04
2.924000000000000000e+03,3.760000000000000000e+03,1.581600000000000000e+04
2.979000000000000000e+03,3.699000000000000000e+03,1.582200000000000000e+04
3.010000000000000000e+03,3.726000000000000000e+03,1.576400000000000000e+04
3.045000000000000000e+03,3.808000000000000000e+03,1.564700000000000000e+04
3.012000000000000000e+03,3.855000000000000000e+03,1.563300000000000000e+04
3.044000000000000000e+03,3.860000000000000000e+03,1.559600000000000000e+04
2.991000000000000000e+03,3.884000000000000000e+03,1.562500000000000000e+04
2.925000000000000000e+03,3.892000000000000000e+03,1.568300000000000000e+04
2.947000000000000000e+03,3.874000000000000000e+03,1.567900000000000000e+04
2.969000000000000000e+03,3.868000000000000000e+03,1.566300000000000000e+04
2.902000000000000000e+03,3.917000000000000000e+03,1.568100000000000000e+04
2.869000000000000000e+03,3.859000000000000000e+03,1.577200000000000000e+04
2.895000000000000000e+03,3.861000000000000000e+03,1.574400000000000000e+04
2.919000000000000000e+03,3.861000000000000000e+03,1.572000000000000000e+04
2.920000000000000000e+03,3.914000000000000000e+03,1.566600000000000000e+04
2.909000000000000000e+03,3.975000000000000000e+03,1.561600000000000000e+04
2.945000000000000000e+03,3.969000000000000000e+03,1.558600000000000000e+04
2.969000000000000000e+03,3.945000000000000000e+03,1.558600000000000000e+04
2.958000000000000000e+03,3.915000000000000000e+03,1.562700000000000000e+04
2.919000000000000000e+03,3.897000000000000000e+03,1.568400000000000000e+04
2.900000000000000000e+03,3.918000000000000000e+03,1.568200000000000000e+04
2.911000000000000000e+03,3.924000000000000000e+03,1.566500000000000000e+04
2.972000000000000000e+03,3.924000000000000000e+03,1.560400000000000000e+04
2.961000000000000000e+03,3.956000000000000000e+03,1.558300000000000000e+04
3.015000000000000000e+03,3.899000000000000000e+03,1.558600000000000000e+04
3.000000000000000000e+03,3.938000000000000000e+03,1.556200000000000000e+04
2.994000000000000000e+03,3.881000000000000000e+03,1.562500000000000000e+04
3.033000000000000000e+03,3.843000000000000000e+03,1.562400000000000000e+04
3.051000000000000000e+03,3.860000000000000000e+03,1.558900000000000000e+04
3.083000000000000000e+03,3.894000000000000000e+03,1.552300000000000000e+04
3.108000000000000000e+03,3.907000000000000000e+03,1.548500000000000000e+04
3.074000000000000000e+03,3.959000000000000000e+03,1.546700000000000000e+04
3.046000000000000000e+03,3.939000000000000000e+03,1.551500000000000000e+04
3.036000000000000000e+03,3.928000000000000000e+03,1.553600000000000000e+04
2.943000000000000000e+03,3.983000000000000000e+03,1.557400000000000000e+04
2.905000000000000000e+03,3.998000000000000000e+03,1.559700000000000000e+04
2.892000000000000000e+03,3.991000000000000000e+03,1.561700000000000000e+04
2.924000000000000000e+03,4.022000000000000000e+03,1.555400000000000000e+04
2.905000000000000000e+03,4.003000000000000000e+03,1.559200000000000000e+04
2.882000000000000000e+03,3.968000000000000000e+03,1.565000000000000000e+04
2.881000000000000000e+03,3.967000000000000000e+03,1.565200000000000000e+04
2.928000000000000000e+03,3.868000000000000000e+03,1.570400000000000000e+04
2.939000000000000000e+03,3.877000000000000000e+03,1.568400000000000000e+04
