S,I,R
2.229100000000000000e+04,2.090000000000000000e+02,0.000000000000000000e+00
2.163700000000000000e+04,7.790000000000000000e+02,8.400000000000000000e+01
2.057900000000000000e+04,1.516000000000000000e+03,4.050000000000000000e+02
1.912300000000000000e+04,2.430000000000000000e+03,9.470000000000000000e+02
1.734500000000000000e+04,3.285000000000000000e+03,1.870000000000000000e+03
1.540200000000000000e+04,4.106000000000000000e+03,2.992000000000000000e+03
1.349000000000000000e+04,4.738000000000000000e+03,4.272000000000000000e+03
1.160800000000000000e+04,5.126000000000000000e+03,5.766000000000000000e+03
9.857000000000000000e+03,5.424000000000000000e+03,7.219000000000000000e+03
8.291000000000000000e+03,5.466000000000000000e+03,8.743000000000000000e+03
7.189000000000000000e+03,5.248000000000000000e+03,1.006300000000000000e+04
6.329000000000000000e+03,5.002000000000000000e+03,1.116900000000000000e+04
5.648000000000000000e+03,4.735000000000000000e+03,1.211700000000000000e+04
5.285000000000000000e+03,4.395000000000000000e+03,1.282000000000000000e+04
5.146000000000000000e+03,4.047000000000000000e+03,1.330700000000000000e+04
5.203000000000000000e+03,3.745000000000000000e+03,1.355200000000000000e+04
5.211000000000000000e+03,3.557000000000000000e+03,1.373200000000000000e+04
5.368000000000000000e+03,3.432000000000000000e+03,1.370000000000000000e+04
5.635000000000000000e+03,3.208000000000000000e+03,1.365700000000000000e+04
5.784000000000000000e+03,3.109000000000000000e+03,1.360700000000000000e+04
5.956000000000000000e+03,3.070000000000000000e+03,1.347400000000000000e+04
6.106000000000000000e+03,3.051000000000000000e+03,1.334300000000000000e+04
6.188000000000000000e+03,2.977000000000000000e+03,1.333500000000000000e+04
6.265000000000000000e+03,2.954000000000000000e+03,1.328100000000000000e+04
6.373000000000000000e+03,3.001000000000000000e+03,1.312600000000000000e+04
6.445000000000000000e+03,3.082000000000000000e+03,1.297300000000000000e+04
6.413000000000000000e+03,3.123000000000000000e+03,1.296400000000000000e+04
6.351000000000000000e+03,3.164000000000000000e+03,1.298500000000000000e+04
6.359000000000000000e+03,3.225000000000000000e+03,1.291600000000000000e+04
6.260000000000000000e+03,3.273000000000000000e+03,1.296700000000000000e+04
6.215000000000000000e+03,3.314000000000000000e+03,1.297100000000000000e+04
6.213000000000000000e+03,3.342000000000000000e+03,1.294500000000000000e+04
6.221000000000000000e+03,3.313000000000000000e+03,1.296600000000000000e+04
6.225000000000000000e+03,3.314000000000000000e+03,1.296100000000000000e+04
6.199000000000000000e+03,3.319000000000000000e+03,1.298200000000000000e+04
6.185000000000000000e+03,3.319000000000000000e+03,1.299600000000000000e+04
6.130000000000000000e+03,3.348000000000000000e+03,1.302200000000000000e+04
6.108000000000000000e+03,3.286000000000000000e+03,1.310600000000000000e+04
6.057000000000000000e+03,3.313000000000000000e+03,1.313000000000000000e+04
6.069000000000000000e+03,3.278000000000000000e+03,1.315300000000000000e+04
6.117000000000000000e+03,3.220000000000000000e+03,1.316300000000000000e+04
6.112000000000000000e+03,3.264000000000000000e+03,1.312400000000000000e+04
6.152000000000000000e+03,3.200000000000000000e+03,1.314800000000000000e+04
6.151000000000000000e+03,3.246000000000000000e+03,1.310300000000000000e+04
6.245000000000000000e+03,3.217000000000000000e+03,1.303800000000000000e+04
6.296000000000000000e+03,3.135000000000000000e+03,1.306900000000000000e+04
6.400000000000000000e+03,3.162000000000000000e+03,1.293800000000000000e+04
6.463000000000000000e+03,3.139000000000000000e+03,1.289800000000000000e+04
6.484000000000000000e+03,3.242000000000000000e+03,1.277400000000000000e+04
6.419000000000000000e+03,3.249000000000000000e+03,1.283200000000000000e+04
6.448000000000000000e+03,3.220000000000000000e+03,1.283200000000000000e+04
6.331000000000000000e+03,3.304000000000000000e+03,1.286500000000000000e+04
6.454000000000000000e+03,3.239000000000000000e+03,1.280700000000000000e+04
6.432000000000000000e+03,3.301000000000000000e+03,1.276700000000000000e+04
6.360000000000000000e+03,3.383000000000000000e+03,1.275700000000000000e+04
6.329000000000000000e+03,3.331000000000000000e+03,1.284000000000000000e+04
6.239000000000000000e+03,3.372000000000000000e+03,1.288900000000000000e+04
6.172000000000000000e+03,3.332000000000000000e+03,1.299600000000000000e+04
6.168000000000000000e+03,3.367000000000000000e+03,1.296500000000000000e+04
