S,I,R
2.230400000000000000e+04,1.960000000000000000e+02,0.000000000000000000e+00
2.155500000000000000e+04,9.030000000000000000e+02,4.200000000000000000e+01
2.014400000000000000e+04,2.145000000000000000e+03,2.110000000000000000e+02
1.814500000000000000e+04,3.722000000000000000e+03,6.330000000000000000e+02
1.567700000000000000e+04,5.458000000000000000e+03,1.365000000000000000e+03
1.303400000000000000e+04,7.132000000000000000e+03,2.334000000000000000e+03
1.033000000000000000e+04,8.536000000000000000e+03,3.634000000000000000e+03
7.893000000000000000e+03,9.360000000000000000e+03,5.247000000000000000e+03
5.919000000000000000e+03,9.729000000000000000e+03,6.852000000000000000e+03
4.346000000000000000e+03,9.673000000000000000e+03,8.481000000000000000e+03
3.235000000000000000e+03,9.298000000000000000e+03,9.967000000000000000e+03
2.423000000000000000e+03,8.713000000000000000e+03,1.136400000000000000e+04
1.943000000000000000e+03,8.035000000000000000e+03,1.252200000000000000e+04
1.721000000000000000e+03,7.190000000000000000e+03,1.358900000000000000e+04
1.703000000000000000e+03,6.522000000000000000e+03,1.427500000000000000e+04
1.712000000000000000e+03,5.903000000000000000e+03,1.488500000000000000e+04
1.813000000000000000e+03,5.424000000000000000e+03,1.526300000000000000e+04
1.881000000000000000e+03,5.033000000000000000e+03,1.558600000000000000e+04
2.007000000000000000e+03,4.654000000000000000e+03,1.583900000000000000e+04
2.043000000000000000e+03,4.413000000000000000e+03,1.604400000000000000e+04
2.248000000000000000e+03,4.162000000000000000e+03,1.609000000000000000e+04
2.420000000000000000e+03,4.011000000000000000e+03,1.606900000000000000e+04
2.558000000000000000e+03,3.883000000000000000e+03,1.605900000000000000e+04
2.617000000000000000e+03,3.809000000000000000e+03,1.607400000000000000e+04
2.743000000000000000e+03,3.798000000000000000e+03,1.595900000000000000e+04
2.737000000000000000e+03,3.802000000000000000e+03,1.596100000000000000e+04
2.857000000000000000e+03,3.766000000000000000e+03,1.587700000000000000e+04
2.931000000000000000e+03,3.809000000000000000e+03,1.576000000000000000e+04
2.922000000000000000e+03,3.862000000000000000e+03,1.571600000000000000e+04
2.995000000000000000e+03,3.879000000000000000e+03,1.562600000000000000e+04
2.993000000000000000e+03,3.881000000000000000e+03,1.562600000000000000e+04
3.055000000000000000e+03,3.854000000000000000e+03,1.559100000000000000e+04
3.055000000000000000e+03,3.857000000000000000e+03,1.558800000000000000e+04
3.080000000000000000e+03,3.774000000000000000e+03,1.564600000000000000e+04
3.108000000000000000e+03,3.782000000000000000e+03,1.561000000000000000e+04
3.057000000000000000e+03,3.859000000000000000e+03,1.558400000000000000e+04
3.038000000000000000e+03,3.917000000000000000e+03,1.554500000000000000e+04
3.087000000000000000e+03,3.869000000000000000e+03,1.554400000000000000e+04
3.124000000000000000e+03,3.847000000000000000e+03,1.552900000000000000e+04
3.167000000000000000e+03,3.810000000000000000e+03,1.552300000000000000e+04
3.094000000000000000e+03,3.921000000000000000e+03,1.548500000000000000e+04
3.057000000000000000e+03,3.960000000000000000e+03,1.548300000000000000e+04
3.021000000000000000e+03,3.950000000000000000e+03,1.552900000000000000e+04
3.039000000000000000e+03,3.959000000000000000e+03,1.550200000000000000e+04
3.011000000000000000e+03,3.913000000000000000e+03,1.557600000000000000e+04
2.997000000000000000e+03,3.929000000000000000e+03,1.557400000000000000e+04
3.053000000000000000e+03,3.904000000000000000e+03,1.554300000000000000e+04
3.017000000000000000e+03,3.944000000000000000e+03,1.553900000000000000e+04
2.939000000000000000e+03,4.064000000000000000e+03,1.549700000000000000e+04
2.979000000000000000e+03,4.043000000000000000e+03,1.547800000000000000e+04
2.948000000000000000e+03,4.008000000000000000e+03,1.554400000000000000e+04
2.967000000000000000e+03,3.923000000000000000e+03,1.561000000000000000e+04
3.021000000000000000e+03,3.947000000000000000e+03,1.553200000000000000e+04
2.968000000000000000e+03,3.979000000000000000e+03,1.555300000000000000e+04
2.997000000000000000e+03,4.004000000000000000e+03,1.549900000000000000e+04
2.912000000000000000e+03,4.126000000000000000e+03,1.546200000000000000e+04
2.886000000000000000e+03,4.071000000000000000e+03,1.554300000000000000e+04
2.941000000000000000e+03,3.977000000000000000e+03,1.558200000000000000e+04
2.990000000000000000e+03,3.894000000000000000e+03,1.561600000000000000e+04
2.965000000000000000e+03,3.935000000000000000e+03,1.560000000000000000e+04
2.918000000000000000e+03,3.937000000000000000e+03,1.564500000000000000e+04
2.933000000000000000e+03,3.932000000000000000e+03,1.563500000000000000e+04
2.894000000000000000e+03,3.965000000000000000e+03,1.564100000000000000e+04
2.871000000000000000e+03,4.013000000000000000e+03,1.561600000000000000e+04
2.855000000000000000e+03,4.036000000000000000e+03,1.560900000000000000e+04
2.851000000000000000e+03,4.036000000000000000e+03,1.561300000000000000e+04
2.880000000000000000e+03,4.012000000000000000e+03,1.560800000000000000e+04
2.902000000000000000e+03,4.000000000000000000e+03,1.559800000000000000e+04
2.911000000000000000e+03,3.963000000000000000e+03,1.562600000000000000e+04
2.912000000000000000e+03,3.966000000000000000e+03,1.562200000000000000e+04
2.877000000000000000e+03,4.005000000000000000e+03,1.561800000000000000e+04
2.925000000000000000e+03,3.963000000000000000e+03,1.561200000000000000e+04
2.929000000000000000e+03,3.989000000000000000e+03,1.558200000000000000e+04
2.963000000000000000e+03,3.962000000000000000e+03,1.557500000000000000e+04
2.960000000000000000e+03,3.984000000000000000e+03,1.555600000000000000e+04
2.982000000000000000e+03,3.961000000000000000e+03,1.555700000000000000e+04
2.935000000000000000e+03,3.950000000000000000e+03,1.561500000000000000e+04
3.001000000000000000e+03,3.906000000000000000e+03,1.559300000000000000e+04
2.996000000000000000e+03,3.919000000000000000e+03,1.558500000000000000e+04
2.936000000000000000e+03,3.964000000000000000e+03,1.560000000000000000e+04
2.971000000000000000e+03,3.964000000000000000e+03,1.556500000000000000e+04
2.930000000000000000e+03,4.019000000000000000e+03,1.555100000000000000e+04
2.931000000000000000e+03,3.973000000000000000e+03,1.559600000000000000e+04
2.915000000000000000e+03,3.993000000000000000e+03,1.559200000000000000e+04
2.921000000000000000e+03,3.994000000000000000e+03,1.558500000000000000e+04
2.947000000000000000e+03,3.879000000000000000e+03,1.567400000000000000e+04
2.975000000000000000e+03,3.845000000000000000e+03,1.568000000000000000e+04
2.969000000000000000e+03,3.903000000000000000e+03,1.562800000000000000e+04
2.930000000000000000e+03,3.906000000000000000e+03,1.566400000000000000e+04
2.900000000000000000e+03,3.895000000000000000e+03,1.570500000000000000e+04
2.916000000000000000e+03,3.880000000000000000e+03,1.570400000000000000e+04
2.961000000000000000e+03,3.830000000000000000e+03,1.570900000000000000e+04
2.950000000000000000e+03,3.837000000000000000e+03,1.571300000000000000e+04
2.902000000000000000e+03,3.872000000000000000e+03,1.572600000000000000e+04
2.953000000000000000e+03,3.863000000000000000e+03,1.568400000000000000e+04
